*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme
Individual Sales,"","","","","","","","","",p21122016,Daily Sales,21/12/2016,21/12/2016,"","",Card,1,158.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b21122016,Daily Sales,21/12/2016,21/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c20122016,Daily Sales,20/12/2016,20/12/2016,"","",Cash,1,85.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p20122016,Daily Sales,20/12/2016,20/12/2016,"","",Card,1,165.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b20122016,Daily Sales,20/12/2016,20/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c19122016,Daily Sales,19/12/2016,19/12/2016,"","",Cash,1,110.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p19122016,Daily Sales,19/12/2016,19/12/2016,"","",Card,1,174.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b19122016,Daily Sales,19/12/2016,19/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c18122016,Daily Sales,18/12/2016,18/12/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p18122016,Daily Sales,18/12/2016,18/12/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b18122016,Daily Sales,18/12/2016,18/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c17122016,Daily Sales,17/12/2016,17/12/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p17122016,Daily Sales,17/12/2016,17/12/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b17122016,Daily Sales,17/12/2016,17/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c16122016,Daily Sales,16/12/2016,16/12/2016,"","",Cash,1,100.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p16122016,Daily Sales,16/12/2016,16/12/2016,"","",Card,1,206.35,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b16122016,Daily Sales,16/12/2016,16/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c15122016,Daily Sales,15/12/2016,15/12/2016,"","",Cash,1,91.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p15122016,Daily Sales,15/12/2016,15/12/2016,"","",Card,1,198.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b15122016,Daily Sales,15/12/2016,15/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c14122016,Daily Sales,14/12/2016,14/12/2016,"","",Cash,1,89.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p14122016,Daily Sales,14/12/2016,14/12/2016,"","",Card,1,163.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b14122016,Daily Sales,14/12/2016,14/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c13122016,Daily Sales,13/12/2016,13/12/2016,"","",Cash,1,64.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p13122016,Daily Sales,13/12/2016,13/12/2016,"","",Card,1,224.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b13122016,Daily Sales,13/12/2016,13/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c12122016,Daily Sales,12/12/2016,12/12/2016,"","",Cash,1,73.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p12122016,Daily Sales,12/12/2016,12/12/2016,"","",Card,1,268.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b12122016,Daily Sales,12/12/2016,12/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c11122016,Daily Sales,11/12/2016,11/12/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p11122016,Daily Sales,11/12/2016,11/12/2016,"","",Card,1,8.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b11122016,Daily Sales,11/12/2016,11/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c10122016,Daily Sales,10/12/2016,10/12/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p10122016,Daily Sales,10/12/2016,10/12/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b10122016,Daily Sales,10/12/2016,10/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c09122016,Daily Sales,09/12/2016,09/12/2016,"","",Cash,1,49.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p09122016,Daily Sales,09/12/2016,09/12/2016,"","",Card,1,215.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b09122016,Daily Sales,09/12/2016,09/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c08122016,Daily Sales,08/12/2016,08/12/2016,"","",Cash,1,47.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p08122016,Daily Sales,08/12/2016,08/12/2016,"","",Card,1,189.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b08122016,Daily Sales,08/12/2016,08/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c07122016,Daily Sales,07/12/2016,07/12/2016,"","",Cash,1,84.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p07122016,Daily Sales,07/12/2016,07/12/2016,"","",Card,1,227.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b07122016,Daily Sales,07/12/2016,07/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c06122016,Daily Sales,06/12/2016,06/12/2016,"","",Cash,1,71.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p06122016,Daily Sales,06/12/2016,06/12/2016,"","",Card,1,263.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b06122016,Daily Sales,06/12/2016,06/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c05122016,Daily Sales,05/12/2016,05/12/2016,"","",Cash,1,82.05,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p05122016,Daily Sales,05/12/2016,05/12/2016,"","",Card,1,283.25,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b05122016,Daily Sales,05/12/2016,05/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c04122016,Daily Sales,04/12/2016,04/12/2016,"","",Cash,1,172.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p04122016,Daily Sales,04/12/2016,04/12/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b04122016,Daily Sales,04/12/2016,04/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c03122016,Daily Sales,03/12/2016,03/12/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p03122016,Daily Sales,03/12/2016,03/12/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b03122016,Daily Sales,03/12/2016,03/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c02122016,Daily Sales,02/12/2016,02/12/2016,"","",Cash,1,74.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p02122016,Daily Sales,02/12/2016,02/12/2016,"","",Card,1,293.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b02122016,Daily Sales,02/12/2016,02/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c01122016,Daily Sales,01/12/2016,01/12/2016,"","",Cash,1,63.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p01122016,Daily Sales,01/12/2016,01/12/2016,"","",Card,1,212.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b01122016,Daily Sales,01/12/2016,01/12/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c30112016,Daily Sales,30/11/2016,30/11/2016,"","",Cash,1,88.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p30112016,Daily Sales,30/11/2016,30/11/2016,"","",Card,1,241.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b30112016,Daily Sales,30/11/2016,30/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c29112016,Daily Sales,29/11/2016,29/11/2016,"","",Cash,1,89.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p29112016,Daily Sales,29/11/2016,29/11/2016,"","",Card,1,210.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b29112016,Daily Sales,29/11/2016,29/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c28112016,Daily Sales,28/11/2016,28/11/2016,"","",Cash,1,60.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p28112016,Daily Sales,28/11/2016,28/11/2016,"","",Card,1,211.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b28112016,Daily Sales,28/11/2016,28/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c27112016,Daily Sales,27/11/2016,27/11/2016,"","",Cash,1,6.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p27112016,Daily Sales,27/11/2016,27/11/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b27112016,Daily Sales,27/11/2016,27/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c26112016,Daily Sales,26/11/2016,26/11/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p26112016,Daily Sales,26/11/2016,26/11/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b26112016,Daily Sales,26/11/2016,26/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c25112016,Daily Sales,25/11/2016,25/11/2016,"","",Cash,1,96.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p25112016,Daily Sales,25/11/2016,25/11/2016,"","",Card,1,173.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b25112016,Daily Sales,25/11/2016,25/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c24112016,Daily Sales,24/11/2016,24/11/2016,"","",Cash,1,50.45,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p24112016,Daily Sales,24/11/2016,24/11/2016,"","",Card,1,242.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b24112016,Daily Sales,24/11/2016,24/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c23112016,Daily Sales,23/11/2016,23/11/2016,"","",Cash,1,87.8,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p23112016,Daily Sales,23/11/2016,23/11/2016,"","",Card,1,253.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b23112016,Daily Sales,23/11/2016,23/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c22112016,Daily Sales,22/11/2016,22/11/2016,"","",Cash,1,108.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p22112016,Daily Sales,22/11/2016,22/11/2016,"","",Card,1,196.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b22112016,Daily Sales,22/11/2016,22/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c21112016,Daily Sales,21/11/2016,21/11/2016,"","",Cash,1,93.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p21112016,Daily Sales,21/11/2016,21/11/2016,"","",Card,1,243.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b21112016,Daily Sales,21/11/2016,21/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c20112016,Daily Sales,20/11/2016,20/11/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p20112016,Daily Sales,20/11/2016,20/11/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b20112016,Daily Sales,20/11/2016,20/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c19112016,Daily Sales,19/11/2016,19/11/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p19112016,Daily Sales,19/11/2016,19/11/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b19112016,Daily Sales,19/11/2016,19/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c18112016,Daily Sales,18/11/2016,18/11/2016,"","",Cash,1,47.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p18112016,Daily Sales,18/11/2016,18/11/2016,"","",Card,1,161.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b18112016,Daily Sales,18/11/2016,18/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c17112016,Daily Sales,17/11/2016,17/11/2016,"","",Cash,1,86.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p17112016,Daily Sales,17/11/2016,17/11/2016,"","",Card,1,193.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b17112016,Daily Sales,17/11/2016,17/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c16112016,Daily Sales,16/11/2016,16/11/2016,"","",Cash,1,128.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p16112016,Daily Sales,16/11/2016,16/11/2016,"","",Card,1,188.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b16112016,Daily Sales,16/11/2016,16/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c15112016,Daily Sales,15/11/2016,15/11/2016,"","",Cash,1,73.15,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p15112016,Daily Sales,15/11/2016,15/11/2016,"","",Card,1,190.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b15112016,Daily Sales,15/11/2016,15/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c14112016,Daily Sales,14/11/2016,14/11/2016,"","",Cash,1,267.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p14112016,Daily Sales,14/11/2016,14/11/2016,"","",Card,1,229.7,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b14112016,Daily Sales,14/11/2016,14/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c13112016,Daily Sales,13/11/2016,13/11/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p13112016,Daily Sales,13/11/2016,13/11/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b13112016,Daily Sales,13/11/2016,13/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c12112016,Daily Sales,12/11/2016,12/11/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p12112016,Daily Sales,12/11/2016,12/11/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b12112016,Daily Sales,12/11/2016,12/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c11112016,Daily Sales,11/11/2016,11/11/2016,"","",Cash,1,150.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p11112016,Daily Sales,11/11/2016,11/11/2016,"","",Card,1,132.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b11112016,Daily Sales,11/11/2016,11/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c10112016,Daily Sales,10/11/2016,10/11/2016,"","",Cash,1,80.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p10112016,Daily Sales,10/11/2016,10/11/2016,"","",Card,1,203.05,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b10112016,Daily Sales,10/11/2016,10/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c09112016,Daily Sales,09/11/2016,09/11/2016,"","",Cash,1,82.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p09112016,Daily Sales,09/11/2016,09/11/2016,"","",Card,1,190.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b09112016,Daily Sales,09/11/2016,09/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c08112016,Daily Sales,08/11/2016,08/11/2016,"","",Cash,1,353.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p08112016,Daily Sales,08/11/2016,08/11/2016,"","",Card,1,215.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b08112016,Daily Sales,08/11/2016,08/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c07112016,Daily Sales,07/11/2016,07/11/2016,"","",Cash,1,92.05,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p07112016,Daily Sales,07/11/2016,07/11/2016,"","",Card,1,264.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b07112016,Daily Sales,07/11/2016,07/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c06112016,Daily Sales,06/11/2016,06/11/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p06112016,Daily Sales,06/11/2016,06/11/2016,"","",Card,1,7.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b06112016,Daily Sales,06/11/2016,06/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c05112016,Daily Sales,05/11/2016,05/11/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p05112016,Daily Sales,05/11/2016,05/11/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b05112016,Daily Sales,05/11/2016,05/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c04112016,Daily Sales,04/11/2016,04/11/2016,"","",Cash,1,84.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p04112016,Daily Sales,04/11/2016,04/11/2016,"","",Card,1,175.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b04112016,Daily Sales,04/11/2016,04/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c03112016,Daily Sales,03/11/2016,03/11/2016,"","",Cash,1,101.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p03112016,Daily Sales,03/11/2016,03/11/2016,"","",Card,1,228.2,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b03112016,Daily Sales,03/11/2016,03/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c02112016,Daily Sales,02/11/2016,02/11/2016,"","",Cash,1,86.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p02112016,Daily Sales,02/11/2016,02/11/2016,"","",Card,1,244.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b02112016,Daily Sales,02/11/2016,02/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c01112016,Daily Sales,01/11/2016,01/11/2016,"","",Cash,1,88.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p01112016,Daily Sales,01/11/2016,01/11/2016,"","",Card,1,240.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b01112016,Daily Sales,01/11/2016,01/11/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c31102016,Daily Sales,31/10/2016,31/10/2016,"","",Cash,1,121.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p31102016,Daily Sales,31/10/2016,31/10/2016,"","",Card,1,221.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b31102016,Daily Sales,31/10/2016,31/10/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c30102016,Daily Sales,30/10/2016,30/10/2016,"","",Cash,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p30102016,Daily Sales,30/10/2016,30/10/2016,"","",Card,1,8.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b30102016,Daily Sales,30/10/2016,30/10/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c29102016,Daily Sales,29/10/2016,29/10/2016,"","",Cash,1,172.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p29102016,Daily Sales,29/10/2016,29/10/2016,"","",Card,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b29102016,Daily Sales,29/10/2016,29/10/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c28102016,Daily Sales,28/10/2016,28/10/2016,"","",Cash,1,93.9,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p28102016,Daily Sales,28/10/2016,28/10/2016,"","",Card,1,156.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b28102016,Daily Sales,28/10/2016,28/10/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c27102016,Daily Sales,27/10/2016,27/10/2016,"","",Cash,1,61.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p27102016,Daily Sales,27/10/2016,27/10/2016,"","",Card,1,130.1,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b27102016,Daily Sales,27/10/2016,27/10/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c26102016,Daily Sales,26/10/2016,26/10/2016,"","",Cash,1,88.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p26102016,Daily Sales,26/10/2016,26/10/2016,"","",Card,1,330.6,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b26102016,Daily Sales,26/10/2016,26/10/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c25102016,Daily Sales,25/10/2016,25/10/2016,"","",Cash,1,114.5,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p25102016,Daily Sales,25/10/2016,25/10/2016,"","",Card,1,226.4,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",b25102016,Daily Sales,25/10/2016,25/10/2016,"","",Bank,1,0.0,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",c24102016,Daily Sales,24/10/2016,24/10/2016,"","",Cash,1,103.3,"",200,20% (VAT on Income),"","","","","","",""
Individual Sales,"","","","","","","","","",p24102016,Daily Sales,24/10/2016,24/10/2016,"","",Card,1,304.4,"",200,20% (VAT on Income),"","","","","","",""
